App,Ver,Date,Notes
Car Launcher,6.0.2,"Jun 10, 2021",Bug fixes.Following users requests added Flitsmeister to shortcuts.Enjoy & Drive Safely!
Car Launcher,6.0.1,"May 5, 2021",Bug fixesImproved battery efficiency in motion detection related features
Car Launcher,6.0.0,"Apr 23, 2021","Podcasts - Finally, a long awaited feature - iCarMode now have it's own integrated Podcasts player. You can mark your favorite podcasts and listen both online and offline without leaving iCarMode!!Landscape enhancements - Tab-bar moved to the top to make more room, much better user experience for users using iCarMode in landscape orientation. Enjoy!Now Playing - Floating 'Now Playing' bar, you can now move around the app and still have control on what is playing: music, radio or podcast.Better support for iPhone12 devices and iOS14 compatibility.A few more tweaks in settings and bug fixes.for the full list, visit our site: https://www.iCarMode.com"
Car Launcher,5.7.4,"Aug 22, 2020","Floating toolbar in all map features for bigger view.Radio stations can now be searched by name and not just by browsing through the huge radio stations index.Following user requests: added Docs to shortcuts list & also ""what 3 words"" (as a shortcut as well as navigation app).Crashed some nasty bugs and stability issues.Enjoy & Drive Safely!"
Car Launcher,5.7.3,"Jul 6, 2020","You were listening to a cool playlist before you've entered the car? tap ""Just Play"" to do just that..Other than that...some bug fixes & stability issues..thank you for sharing, feel free to contact me at support@iCarMode.com on any issue or suggestion.Enjoy & Drive Safely!"
Car Launcher,5.7,"May 24, 2020","- Added notification badge (for ""Parking meter"" & ""Where did I park?"" features).- Following users request added Tidal & YouTube Music.- Fixed some bugs and stability issues."
Car Launcher,5.6.2,"Apr 11, 2020",- TomTom Go was added to the list of navigation apps shortcuts.- More shortcuts are allowed in the Contacts screen.
Car Launcher,5.6,"Mar 16, 2020","This version was dedicated mainly to handle some visual & stability issues.Thank you for reporting!Here are some of the issues, see iCarMode website for the full list:- 'InRoute' was added to the list of navigation apps.- Settings now allow to choose weather unit. - Increased font size in 'Places' & 'Radio'.

- Zoom display issues.
- Text display issues in settings under dark-mode.
- Internal map crashes sometimes.
- Stability issues with Spotify integration.
"
Car Launcher,5.5,"Feb 22, 2020","- New info dashboard with a clock and current weather.- Better support for iPads of all sizes.- Siri support, allows to include iCarMode in your Shortcuts - would like iCarMode to open automatically every time you enter your car? see iCarMode website to see how...- Bug fixes."
Car Launcher,5.4.4,"Oct 21, 2019",Some fixes for reported bugs - thank you for your feedback!Previous version (5.4) included:- iCarMode Auto theme applies new iOS Dark Mode!- iOS 13 compatability issues and improvements.- Following users requests - Online-Radio-Box added to the list of shortcuts. - Internal Maps supports turn-by-turn navigation & speaks the navigation instructions.
Car Launcher,5.4,"Oct 14, 2019",iCarMode Auto theme applies new iOS Dark Mode!iOS 13 compatability issues and improvements.Following users requests - Online-Radio-Box added to the list of shortcuts.Internal Maps support turn-by-turn navigation & speaks the navigation instructions.Bug fixes and improvements.
Car Launcher,5.3,"Sep 18, 2019","Following users requests - improved music player user interface and experience - If you're not happy tell us, if you're happy tell others!"
Car Launcher,5.2,"Aug 19, 2019",Radio Player bug fixes you reported.
Car Launcher,5.1,"Jul 22, 2019","Following users feedback:- On the new music player design: added to 'quick-launch' the last 5 playlists played and the option to choose if 'Your Library' includes cloud items or completely offline.- Added Stitcher and Shortcuts to shortcut list.- Fixed some nasty bugs.Version 5.0:
------------
- Redesigned music player for better user experience.
- Music player now has built-in integration with both AppleMusic and Spotify.
- Due to many user requests - iCarMode now has a built-in Radio Player.
- Added what3words to the GPS shortcuts list.
- Bug fixes."
Car Launcher,5.0,"Jul 14, 2019",- Redesigned music player for better user experience.- Music player now has built-in integration with both AppleMusic and Spotify.- Due to many user requests - iCarMode now has a built-in Radio Player.- Added what3words to the GPS shortcuts list.- Bug fixes.
