App,Ver,Date,Notes
ARI (Auto Repair Software),9.8.4,"Oct 28, 2021","- Dashboard (unpaid invoices, last payments, purchases, expenses, profit, etc.)- Email Marketing- Inspection templates (Level 1 inspection, Pre-sale inspection, Heavy-duty inspection, Motorcycle inspection)- fixed marketing sending error- fixed picture upload issue"
ARI (Auto Repair Software),9.8.2,"Oct 20, 2021","- Dashboard (unpaid invoices, last payments, purchases, expenses, profit, etc.)- Email Marketing- Inspection templates (Level 1 inspection, Pre-sale inspection, Heavy-duty inspection, Motorcycle inspection)- fixed marketing sending error"
ARI (Auto Repair Software),9.8.0,"Oct 19, 2021","- Dashboard (unpaid invoices, last payments, purchases, expenses, profit, etc.)- Email Marketing- Inspection templates (Level 1 inspection, Pre-sale inspection, Heavy-duty inspection, Motorcycle inspection)"
ARI (Auto Repair Software),9.7.1,"Sep 30, 2021","Bug fixes:- items id not saving (fixed)- sum for subTotal on Invoices- change Jobcards dates in Settings- multi-line support in Profile/MyCompany Other. - reports/Taxes added SubTotal and export info
- client page improvements
- web mails will look as if coming from your email address
- make/model selection improvements
- price markup for tires
"
ARI (Auto Repair Software),9.7.0,"Sep 16, 2021","- Workflow: simply drag and drop jobcards to change statuses- Grid View (better filters for Inventory, Invoices, Clients and Vehicles)- Employee Payslip (Accounting/Expenses can now register Items list and also auto-import employee worked hours)- Print and PDF generation improvements- inventory update. - Part Tracking History (see what parts have been used in what jobs)"
ARI (Auto Repair Software),9.6.6,"Jul 20, 2021","- group parts and labor according to their relevance.Makes it very easy for your clients to read and understand your invoices.- sorting for Parts, Tires, Clients- alphabetical scrollbar for Parts inventory- multiple parts markup. - allow manual ordering from Purchases straight
- inventory count update fix
- exposed unit number for vehicles
- added invoice numbers to Purchases
- send Payments to QuickBooks
- attach receipts to Expenses
- send local notif when job assigned (multiple users)
"
ARI (Auto Repair Software),9.6.5,"Jun 2, 2021","- QR codes on Invoice- search online appointment with QR code- multi-lines support- vendors report- edit issues in JobCards. - text-align left on Invoices
- print improvements
- speed improvements
"
ARI (Auto Repair Software),9.6.3,"May 4, 2021","Major release + bug fixes:- PartsTech integration (US & Canada)- Tax settings change default;- support for multiple lines on invoice- Tax reports Invoices/Expenses/Purchases. - Payment dropdown fix
- add fields to the online booking page;
- barcode crash fixed
- sub expired bug fixed
"
ARI (Auto Repair Software),9.6.0,"May 1, 2021","Major release:- PartsTech integration (US & Canada)- Tax settings change default;- support for multiple lines on invoice- Tax reports Invoices/Expenses/Purchases. - Payment dropdown fix
- add fields to the online booking page;
"
ARI (Auto Repair Software),9.5.2,"Mar 9, 2021","- QuickBooks auto sync- Payment section- year 2021 added to Vehicles- Profit is now subtracting discount and taxes- Net Profit reports. - Notes for Client
- show Paid on Invoices
- added Vendors to Parts and Reports
- speed improvements
- bugs removed"
ARI (Auto Repair Software),9.5.1,"Dec 31, 2020","- Packages: bundle parts and services together so you can easily use them in your invoices. (eg. a package like Oil Change Package can contain filters, oils, and labor items. When you select it, all these items will be added to the invoice)- Update labor time after clock out- Update stock Quantity after invoice saved- Search purchases by tags- Delete expenses. - added vehicle types: Snowmobile, UTV or SidexSide or SxS, and PWC or Personal Water Craft
- bug fixes
"
ARI (Auto Repair Software),9.4.4,"Dec 10, 2020","- tax on Purchases- labels on Purchases- new employee roles- 3Cs( Concern, Cause, Correction)- Discount & Other can be Taxable/NOT Taxable. - Written Off & Void invoices
- Deferred Services
- Recommended Services/Parts
- Client Authorization/Decline on recommended items (Estimates)
- Remove Item without editing
- Activity Logs (Team Activity & Client Activity)
- Automatic notification for Client activity
- Days off and Holidays mark on Calendar
- Bug fixes (Invoice sorting, page speed, )"
ARI (Auto Repair Software),9.3.0,"Nov 8, 2020","- bug fixes for ios14- buy part when status is ""needed""- edit online appointment- delete employee"
ARI (Auto Repair Software),9.2.0,"Oct 29, 2020","- appointments custom link flow and checks- hide passcode in user login- client labels- vehicle labels- quick notes load in Warranty. - jobcard# in timelogs
- hide items in invoice option
- search for vendors
- ODO in and ODO out
- add category to inventory report
- delete category option
- client name and veh info to SMS
- new report for clients and vehicles
- delete pics in inventory
- user logout access
- jobcard progress bar
- archive jobcards
- comments to JobCards
- inspection in jobcard
- time clocks in jobcards
-major bug fixes and updates
"
ARI (Auto Repair Software),9.0.0,"Oct 13, 2020","Huge update for 2020- multiple users access control- additions to Purchases- bug fixes such as QuickBooks, Stripe connect, etc.- support for ios 14. - speed improvements"
