App,Ver,Date,Notes
Android Auto,7.4.1207 beta,"February 16, 2022","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,7.3.6205,"February 4, 2022","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,7.3.1205 beta,"February 3, 2022","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,7.3.1204 beta,"February 1, 2022","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,7.3.1202 beta,"January 20, 2022","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,7.2.6201,"January 7, 2022","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,7.1.1144 beta,"November 6, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,7.1.1143 beta,"October 30, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,7.0.6141,"October 15, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,7.0.1139 beta,"September 29, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.9.6137,"September 17, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.9.1135 beta,"September 8, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.8.6133,"August 20, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.8.1132 beta,"August 14, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.8.1131 beta,"August 6, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.7.6129,"July 27, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.7.1129 beta,"July 22, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.7.1127 beta,"July 13, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.6.6125,"July 8, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.6.1124 beta,"June 23, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.6.1122 beta,"June 9, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.5.6121,"June 5, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.5.1119 beta,"May 28, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.4.6117,"May 7, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.3.6113,"April 9, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.2.6109,"March 14, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.1.6105,"February 12, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,6.0.6153,"January 13, 2021","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,5.9.6046,"December 1, 2020","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,5.8.6043,"November 10, 2020","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,5.7.6039,"October 8, 2020","• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,5.6.6034,"September 3, 2020","• Useful settings now available on the car screen.
• New Calendar app to view, navigate to, or call into events from the car screen.
• A new look for settings on the phone, including help for connecting wirelessly to your car.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,5.5.6029,"July 31, 2020","• Ability to reorder apps in the launcher.
• Ability to turn off notification sounds.
• Ability to hide/show apps in Android Auto.
• Bug fixes and other improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,5.4.5022,"June 15, 2020","• Ability to reorder apps in the launcher.
• Ability to turn off notification sounds.
• Ability to hide/show apps in Android Auto.
• Bug fixes and other improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,5.3.801634-preinstall,"June 11, 2020","• Ability to reorder apps in the launcher.
• Ability to turn off notification sounds.
• Ability to hide/show apps in Android Auto.
• Bug fixes and other improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,5.3.5016,"May 12, 2020","• Ability to reorder apps in the launcher.
• Ability to turn off notification sounds.
• Ability to hide/show apps in Android Auto.
• Bug fixes and other improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,5.2.5010,"April 8, 2020","• Ability to turn off media notifications.
• Weather information in the status bar.
• Ability to hide/show apps in Android Auto.
• Bug fixes and other improvements
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,5.1.5006,"February 28, 2020","• Ability to turn off media notifications.
• Weather information in the status bar.
• Ability to hide/show apps in Android Auto.
• Bug fixes and other improvements
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,5.0.5002,"January 18, 2020","• Ability to turn off media notifications.
• Weather information in the status bar.
• Ability to hide/show apps in Android Auto.
• Bug fixes and other improvements
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,4.9.5949,"December 12, 2019","• The new will begin rolling out over the next few weeks! www.blog.google/products/android/upgrade-your-drive-android-auto
• Improvements to the timing of message notifications while navigating.
• Ability to turn media notifications on/off.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,4.8.5943,"November 19, 2019","• The new will begin rolling out over the next few weeks! www.blog.google/products/android/upgrade-your-drive-android-auto
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,4.7.5938,"October 9, 2019","• The new will begin rolling out over the next few weeks! www.blog.google/products/android/upgrade-your-drive-android-auto
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,4.6.5933,"August 29, 2019","• The new will begin rolling out over the next few weeks! www.blog.google/products/android/upgrade-your-drive-android-auto
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,4.5.5928,"August 1, 2019","• Bug fixes and other improvements
• We want to hear from you! Join the conversation in our community productforums.google.com/forum/#!forum/android-auto"
Android Auto,4.4.5923,"June 25, 2019","• Bug fixes and other improvements
• We want to hear from you! Join the conversation in our community productforums.google.com/forum/#!forum/android-auto"
Android Auto,4.3.5918,"May 24, 2019","• Shortened voice readout for messages containing long URLs
• Ability to mute group message notifications via app settings
• Bug fixes and other improvements
• We want to hear from you! Join the conversation in our community productforums.google.com/forum/#!forum/android-auto"
Android Auto,4.2.5914,"April 20, 2019","• Shortened voice readout for messages containing long URLs
• Ability to mute group message notifications via app settings
• Bug fixes and other improvements
• We want to hear from you! Join the conversation in our community productforums.google.com/forum/#!forum/android-auto"
Android Auto,4.1.5909,"March 16, 2019","• Widescreen support for select vehicles
• Keyboard improvements
• New in-call UI
• Bug fixes and other improvements
• We want to hear from you! Join the conversation in our community productforums.google.com/forum/#!forum/android-auto"
Android Auto,4.0.5904,"February 18, 2019","• Improved support for rotary input systems
• Bug fixes and other improvements
• Visually preview messages (while stopped)
• We want to hear from you! Join the conversation in our community productforums.google.com/forum/#!forum/android-auto"
Android Auto,3.9.5850,"January 17, 2019","• Improved support for rotary input systems
• Bug fixes and other improvements
• Visually preview messages (while stopped)
• We want to hear from you! Join the conversation in our community productforums.google.com/forum/#!forum/android-auto"
Android Auto,3.8.5845,"November 30, 2018","• Browse media more easily
• View results for Google Assistant media searches
• Visually preview messages (while stopped)
• Notifications for group messages
• Use phone keyboard while parked for entering text
• We want to hear from you! Join the conversation in our community productforums.google.com/forum/#!forum/android-auto"
Android Auto,1.2.520120-stub,,"• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,1.0.892210-stub,,"• The new will begin rolling out over the next few weeks! www.blog.google/products/android/upgrade-your-drive-android-auto
• Improvements to the timing of message notifications while navigating.
• Ability to turn media notifications on/off.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,,,"• Improved Do Not Disturb functionality.
• Dark mode on car UI is now independent from the phone.
•Bug fixes and other Improvements.
• We want to hear from you! Join the conversation in our community g.co/androidautocommunity"
Android Auto,,,
